     4.05         16         34         12          1          0          1          1          0          0          0          1          0          0          1  
     4.05          8         22          8          0          0          1          0          1          1          0          0          0          1          1  
     4.05         12         29         11          1          0          1          1          0          0          0          0          1          1          1  
     4.05         12         31         13          1          0          1          1          0          1          0          0          0          0          1  
     4.05         12         23          5          0          0          1          0          0          0          1          0          0          1          1  
     4.05         12         30         12          1          0          1          1          0          0          0          0          1          0          0  
     4.14         12         18          0          0          0          1          0          0          0          0          0          1          1          1  
     4.14         13         21          2          0          0          1          0          0          0          0          0          1          1          1  
      4.2         13         49         30          1          0          1          0          0          0          0          0          1          0          1  
     4.21          8         34         20          1          0          1          0          0          0          0          1          0          1          1  
     4.24         12         25          7          1          0          1          1          0          0          0          1          0          1          0  
     4.24         13         54         35          1          0          1          1          0          0          0          1          0          1          1  
     4.29         13         20          1          1          0          1          0          0          0          0          1          0          0          0  
     4.34         12         29         11          0          1          0          0          0          0          1          0          0          1          1  
     4.35         11         49         32          0          0          1          0          1          0          1          0          0          0          1  
     4.35         12         35         17          1          1          0          0          0          0          0          1          0          0          1  
     4.37          8         27         13          0          0          1          0          0          0          0          0          1          1          0  
     4.38         12         49         31          0          0          1          0          1          0          0          0          1          1          1  
     4.38          9         33         18          1          0          1          0          0          0          0          1          0          1          1  
     4.42          4         28         18          0          1          0          1          0          0          0          1          0          1          1  
     4.42         12         34         16          1          0          1          1          0          1          0          0          0          0          1  
     4.42          1         34         27          1          0          1          1          0          0          1          0          0          1          1  
     4.42         13         20          1          1          0          1          0          0          0          1          0          0          0          0  
     4.42         12         19          1          0          1          0          0          0          0          0          1          0          1          1  
     4.42         13         30         11          1          0          1          1          0          0          0          1          0          1          1  
     4.42         13         19          0          1          0          1          0          0          0          1          0          0          0          1  
     4.42         13         18          1          0          0          1          0          0          0          0          0          1          0          1  
     4.42         12         18          0          0          1          0          0          0          1          0          0          0          1          1  
     4.42         12         31         13          1          0          1          1          0          0          0          0          1          1          0  
     4.42          9         32         17          1          0          1          0          0          1          0          0          0          1          1  
     4.42         12         26          8          1          0          1          0          0          0          0          1          0          0          0  
     4.42         13         21          2          0          0          1          0          0          0          1          0          0          0          1  
     4.42         12         24          6          1          0          1          0          0          1          0          0          0          0          0  
     4.42         13         35         16          1          0          1          0          0          0          0          1          0          1          1  
     4.42         12         59         41          1          0          1          1          0          0          1          0          0          1          0  
     4.42         12         37         19          1          1          0          0          0          0          0          1          0          1          1  
     4.42         13         41         22          0          0          1          0          0          0          1          0          0          1          1  
     4.42         13         21          2          1          1          0          0          0          0          0          1          0          1          1  
     4.42         13         24          5          0          0          1          0          0          0          0          1          0          1          1  
     4.42         12         32         14          1          1          0          0          0          0          0          1          0          1          0  
     4.42         13         32         13          1          1          0          0          0          1          0          0          0          1          1  
     4.42         12         52         34          1          0          1          1          0          1          0          0          0          1          1  
     4.42         13         20          1          0          0          1          0          0          1          0          0          0          0          1  
     4.42         12         41         23          0          0          1          0          0          0          1          0          0          1          1  
     4.42         10         54         38          1          0          1          0          0          1          0          0          0          0          1  
     4.42          9         28         13          1          0          1          0          0          0          0          1          0          0          1  
     4.42          8         23          9          1          0          1          0          0          0          0          1          0          1          1  
     4.42         12         19          1          1          0          1          0          0          0          0          0          1          0          0  
     4.42          9         43         28          1          0          1          1          0          0          0          1          0          1          0  
     4.42         12         36         18          1          0          1          1          0          0          0          0          1          1          1  
     4.45         13         21          2          1          0          1          1          0          0          0          0          1          0          1  
     4.45         10         23          7          1          0          1          1          0          0          0          1          0          1          1  
     4.47         12         34         16          1          1          0          0          0          0          0          1          0          1          0  
     4.51         14         35         15          1          1          0          0          0          0          0          1          0          1          1  
     4.52         12         21          3          1          0          1          0          0          0          0          1          0          1          0  
     4.53         12         59         41          1          0          1          1          0          1          0          0          0          0          1  
     4.58         12         18          0          1          0          1          0          0          0          1          0          0          1          0  
     4.59         12         43         25          1          1          0          0          0          0          0          1          0          1          0  
     4.59         12         40         22          1          0          1          1          0          0          1          0          0          1          0  
      4.6         16         36         14          1          0          1          1          1          0          1          0          0          1          1  
      4.6         12         23          5          1          0          1          0          0          0          0          0          1          1          1  
      4.6         16         32         10          1          0          1          0          0          0          0          1          0          1          0  
      4.6         12         27          9          0          1          0          0          0          0          0          1          0          1          1  
      4.6         12         32         14          1          1          0          0          0          0          0          1          0          1          0  
      4.6         13         25          6          0          0          1          0          0          0          1          0          0          0          1  
      4.6         12         30         12          1          0          1          1          0          1          0          0          0          1          1  
      4.6         16         48         26          1          0          1          1          0          1          0          0          0          1          1  
      4.6         12         35         17          1          0          1          1          0          0          0          1          0          1          1  
      4.6         14         42         22          1          0          1          0          1          1          0          0          0          1          1  
      4.6         16         29          7          0          0          1          1          0          0          0          0          1          1          1  
      4.6         12         34         16          1          0          1          0          0          0          0          1          0          1          0  
      4.6         12         53         35          1          0          1          1          0          1          0          0          0          1          1  
     4.63         12         36         18          1          0          1          1          0          0          1          0          0          0          1  
     4.66         12         46         28          1          1          0          1          0          0          0          1          0          1          0  
     4.66         13         38         19          1          0          1          1          0          0          1          0          0          1          0  
     4.72         12         39         21          0          0          1          1          0          0          0          1          0          1          0  
     4.72         12         35         17          1          0          1          1          0          1          0          0          0          0          1  
     4.72         12         51         33          1          0          1          1          0          0          1          0          0          1          0  
     4.72         14         35         15          1          0          1          0          0          0          0          0          1          0          1  
     4.72         12         19          1          1          0          1          0          0          1          0          0          0          0          1  
     4.72         12         25          7          1          1          0          0          0          0          0          1          0          1          1  
     4.72         11         63         46          1          0          1          0          0          0          0          1          0          1          0  
     4.77         16         42         20          1          0          1          1          0          0          0          1          0          1          1  
     4.78         12         29         11          0          0          1          1          0          0          0          1          0          1          1  
     4.79         12         57         39          1          0          1          1          0          0          1          0          0          1          0  
     4.79         12         33         15          1          0          1          1          0          0          1          0          0          1          1  
     4.79         12         48         30          1          0          1          1          0          0          1          0          0          0          1  
     4.79         12         35         17          1          1          0          0          0          0          0          1          0          1          1  
     4.79         12         23          5          1          0          1          0          0          0          0          0          1          0          0  
     4.79         16         24          2          0          0          1          0          0          0          0          1          0          1          0  
     4.79         16         23          1          1          0          1          1          0          0          1          0          0          0          0  
     4.79         12         20          2          1          0          1          0          0          0          0          1          0          1          1  
     4.79         11         38         21          1          0          1          0          0          1          0          0          0          1          1  
     4.79         12         30         12          1          0          1          1          0          1          0          0          0          1          1  
     4.79          4         30         20          0          0          1          0          0          1          0          0          0          1          1  
     4.79         13         56         37          1          0          1          1          0          1          0          0          0          1          1  
     4.79         12         40         22          1          0          1          0          0          0          0          0          1          1          1  
     4.79         14         43         23          0          0          1          1          0          0          0          1          0          1          1  
     4.79         14         43         23          1          0          1          1          0          0          1          0          0          0          1  
     4.79         13         44         25          1          0          1          1          0          0          0          1          0          1          1  
     4.79         16         35         13          0          0          1          0          0          0          1          0          0          1          1  
     4.79         13         28          9          1          0          1          1          0          0          0          1          0          0          1  
     4.79         12         39         21          1          0          1          1          0          0          0          0          1          1          1  
     4.79         12         18          0          0          0          1          0          0          0          0          1          0          1          0  
     4.79         12         20          2          0          0          1          0          0          0          1          0          0          1          1  
     4.79         13         21          2          0          0          1          0          0          0          1          0          0          0          1  
     4.79         10         51         35          0          0          1          1          0          0          0          0          1          1          1  
     4.79          8         54         40          0          0          1          1          0          0          1          0          0          0          0  
     4.79         14         27          7          1          0          1          0          0          0          1          0          0          1          1  
     4.81         13         24          5          1          0          1          1          0          0          0          1          0          1          1  
     4.83         12         42         24          1          0          1          0          0          0          1          0          0          1          0  
     4.83         16         50         28          0          0          1          0          0          0          1          0          0          1          1  
     4.84         13         27          8          0          0          1          1          0          0          0          1          0          1          1  
     4.84         12         33         15          0          0          1          1          1          0          0          0          1          1          1  
     4.84         11         36         19          1          0          1          1          0          0          0          1          0          1          1  
     4.86         12         18          0          0          0          1          0          0          0          1          0          0          1          1  
     4.86         12         21          3          0          0          1          0          0          0          1          0          0          1          1  
     4.89         12         27          9          0          0          1          1          0          0          1          0          0          1          1  
     4.89          9         50         35          1          0          1          1          0          0          0          1          0          0          1  
     4.91         12         38         20          1          0          1          1          0          0          0          1          0          0          1  
     4.91         13         41         22          1          0          1          0          1          1          0          0          0          1          1  
     4.91         12         41         23          0          0          1          1          0          0          1          0          0          1          1  
     4.91          6         39         27          0          0          1          1          0          0          0          0          1          1          1  
     4.93         12         44         26          1          0          1          0          0          0          1          0          0          1          1  
     4.93         12         62         44          1          0          1          1          0          1          0          0          0          0          1  
     4.95         16         44         22          1          0          1          1          0          0          0          1          0          1          1  
     4.95         13         54         35          1          0          1          0          0          0          0          0          1          1          0  
     4.95         12         61         43          0          0          1          1          0          0          1          0          0          1          1  
     4.96          6         47         35          0          0          1          1          0          0          0          0          1          1          1  
     4.97         12         19          1          0          0          1          0          0          1          0          0          0          1          1  
     4.97         12         59         41          0          0          1          1          0          0          0          0          1          1          1  
     5.07         12         27          9          0          0          1          0          1          0          1          0          0          0          1  
     5.08         16         36         14          1          0          1          1          0          0          0          0          1          0          1  
     5.08         14         42         22          1          0          1          1          0          0          0          0          1          1          0  
     5.16         12         42         24          1          0          1          1          0          0          0          1          0          1          0  
     5.16         12         29         11          0          0          1          1          0          0          1          0          0          1          1  
     5.16         11         25          8          0          0          1          0          0          0          0          1          0          1          1  
     5.16         11         59         42          1          0          1          1          0          0          0          1          0          1          1  
     5.16         12         53         35          1          0          1          1          0          0          0          1          0          0          1  
     5.16         10         29         13          1          0          1          1          0          0          0          1          0          1          1  
     5.16          6         37         25          0          0          1          0          0          0          0          0          1          1          1  
     5.16         12         29         11          0          1          0          0          0          0          0          1          0          1          1  
     5.16          4         39         29          1          0          1          0          0          0          1          0          0          1          1  
     5.16         13         23          4          0          0          1          0          0          1          0          0          0          1          1  
     5.16         12         36         18          1          1          0          0          0          0          0          1          0          0          1  
     5.16          6         44         32          1          0          1          1          0          0          0          0          1          1          0  
     5.16         13         19          0          1          0          1          0          0          0          0          0          1          0          1  
     5.16         16         26          4          1          0          1          1          0          1          0          0          0          0          1  
     5.16          8         30         16          1          0          1          1          0          0          0          1          0          1          1  
     5.16         12         18          0          0          0          1          0          0          0          0          0          1          1          0  
     5.16         12         40         22          1          1          0          0          0          0          0          1          0          0          1  
     5.16         13         35         16          1          0          1          1          0          0          0          1          0          1          0  
     5.16         12         23          5          0          0          1          0          0          0          0          0          1          1          1  
     5.16         11         18          1          0          0          1          0          0          0          0          1          0          1          1  
     5.16         16         22          0          1          0          1          0          0          1          0          0          0          1          1  
     5.16         13         20          1          1          0          1          0          0          0          1          0          0          1          1  
     5.16         12         23          5          0          0          1          1          0          1          0          0          0          1          1  
     5.25         12         35         17          1          0          1          0          0          1          0          0          0          1          1  
     5.25         12         34         16          1          0          1          0          0          0          1          0          0          1          1  
      5.3          9         58         43          1          0          1          0          1          1          0          0          0          1          1  
      5.3         12         56         38          1          1          0          0          0          0          1          0          0          1          1  
      5.3         12         20          2          0          0          1          0          0          0          0          0          1          1          0  
     5.32         12         37         19          0          0          1          0          0          1          0          0          0          1          1  
     5.34         12         23          5          0          0          1          0          0          1          0          0          0          1          0  
     5.34         12         42         24          1          0          1          1          0          0          1          0          0          0          0  
     5.35         16         32         10          1          0          1          1          0          0          0          0          1          1          1  
     5.36         13         44         25          1          0          1          1          0          0          0          1          0          1          1  
     5.38         12         38         20          0          0          1          1          1          1          0          0          0          1          1  
     5.49         16         54         32          1          0          1          1          0          0          0          0          1          1          1  
     5.49         12         30         12          1          0          1          0          0          0          0          1          0          1          0  
     5.53         12         21          3          1          0          1          1          0          0          0          1          0          1          1  
     5.53         12         27          9          1          0          1          1          0          0          0          0          1          1          1  
     5.53         13         46         27          1          0          1          1          0          0          0          1          0          1          1  
     5.53         13         40         21          1          0          1          0          0          0          1          0          0          1          0  
     5.53         12         55         37          1          0          1          0          0          0          1          0          0          0          1  
     5.53         12         24          6          1          0          1          1          0          0          0          1          0          1          0  
     5.53         12         26          8          1          0          1          0          0          0          0          0          1          1          1  
     5.53         12         36         18          0          1          0          0          0          1          0          0          0          1          1  
     5.53         12         39         21          0          0          1          1          0          0          0          1          0          1          0  
     5.53         12         28         10          1          0          1          0          0          0          0          1          0          1          1  
     5.53         12         31         13          1          0          1          1          0          0          0          1          0          0          1  
     5.53         12         18          0          0          0          1          0          0          0          0          1          0          0          1  
     5.53         13         55         36          0          0          1          0          1          0          0          0          1          1          1  
     5.53         12         31         13          1          0          1          1          0          0          1          0          0          0          1  
     5.53         13         28          9          0          0          1          1          0          0          0          0          1          1          0  
     5.53         13         35         16          1          0          1          1          0          0          0          0          1          1          1  
     5.53         10         23          7          0          0          1          0          0          0          0          1          0          1          1  
     5.53         12         56         38          1          0          1          1          0          0          1          0          0          0          0  
     5.53         12         37         19          1          0          1          1          0          0          0          0          1          1          1  
     5.54         12         37         19          1          0          1          0          1          0          0          0          1          1          0  
     5.63         13         32         13          1          0          1          0          0          0          1          0          0          1          0  
     5.64         12         23          5          1          0          1          0          0          0          0          0          1          1          1  
     5.65         12         63         45          1          0          1          1          0          0          1          0          0          0          1  
     5.65         11         37         20          1          0          1          0          1          0          0          0          1          1          1  
     5.66         13         56         37          1          0          1          1          0          0          0          0          1          1          1  
     5.67         16         52         30          0          0          1          1          0          0          0          0          1          1          1  
     5.67         13         27          8          0          0          1          1          0          0          0          1          0          1          1  
     5.71         11         25          8          1          0          1          1          0          0          0          1          0          1          1  
     5.73         18         41         17          0          0          1          1          0          0          0          1          0          1          1  
     5.73         12         33         15          1          0          1          0          0          0          1          0          0          1          0  
     5.74         13         20          1          1          0          1          0          0          0          0          1          0          1          1  
     5.75         12         36         18          1          0          1          1          0          0          0          1          0          1          1  
     5.78         12         39         21          0          0          1          1          0          0          1          0          0          1          0  
     5.81         16         41         19          1          0          1          1          0          0          1          0          0          1          0  
     5.83         12         25          7          0          0          1          1          0          0          1          0          0          1          1  
     5.87         13         43         24          0          0          1          0          0          0          0          0          1          1          1  
     5.89         13         30         11          0          0          1          0          0          0          0          1          0          1          1  
     5.89         16         24          2          0          0          1          0          0          0          0          1          0          1          1  
     5.89         12         50         32          0          1          0          0          1          0          1          0          0          1          1  
     5.89         13         23          4          0          0          1          1          0          0          0          0          1          1          1  
     5.89         16         43         21          1          0          1          1          0          0          0          0          1          0          1  
     5.89         14         23          3          1          1          0          0          0          0          0          1          0          1          1  
     5.89         12         50         32          1          0          1          1          0          1          0          0          0          1          1  
     5.89         12         39         21          0          0          1          0          0          0          0          1          0          1          1  
     5.89         12         38         20          0          1          0          1          1          1          0          0          0          1          1  
     5.89         12         34         16          0          0          1          0          0          1          0          0          0          1          1  
     5.89         13         30         11          1          0          1          1          0          0          0          1          0          1          0  
     5.89         10         32         16          1          0          1          0          0          0          0          1          0          1          0  
     5.89         12         36         18          1          0          1          0          0          1          0          0          0          1          1  
     5.89         12         25          7          0          1          0          0          0          1          0          0          0          1          1  
     5.89         14         36         16          0          0          1          0          0          0          0          1          0          1          0  
     5.89         12         31         13          1          0          1          0          0          1          0          0          0          1          1  
     5.89         13         22          3          0          0          1          0          0          0          1          0          0          1          1  
     5.89         16         25          3          0          0          1          0          0          0          0          0          1          1          1  
     5.93         12         30         12          1          0          1          0          0          0          1          0          0          1          0  
     5.93         12         39         21          0          0          1          0          0          0          0          1          0          1          0  
     5.95         16         26          4          1          1          0          0          1          0          0          1          0          1          1  
     5.95         13         42         23          1          0          1          1          0          0          0          1          0          1          1  
     5.99         10         50         34          1          0          1          1          0          0          0          1          0          1          0  
     5.99         11         48         31          0          1          0          1          1          1          0          0          0          1          1  
        6         12         35         17          1          0          1          0          0          0          0          1          0          1          1  
        6          4         34         24          1          0          1          1          0          1          0          0          0          1          1  
     6.02         16         24          2          1          0          1          0          0          1          0          0          0          1          1  
     6.07         13         28          9          0          0          1          1          0          0          0          1          0          1          1  
     6.11         12         29         11          1          0          1          0          0          0          0          1          0          1          1  
     6.11         12         42         24          1          0          1          0          0          0          0          1          0          0          1  
     6.14         10         35         19          1          0          1          0          0          0          0          1          0          1          1  
     6.14         12         26          8          1          1          0          0          0          1          0          0          0          0          1  
     6.17         13         21          2          1          0          1          1          0          0          0          0          1          1          1  
     6.17         12         27          9          1          0          1          1          0          0          0          0          1          1          1  
     6.19         12         57         39          1          0          1          0          0          1          0          0          0          1          1  
     6.19         14         25          5          0          0          1          0          0          0          0          1          0          1          1  
     6.22         13         37         18          1          0          1          1          1          1          0          0          0          0          1  
     6.23         16         25          3          1          0          1          0          0          1          0          0          0          1          1  
     6.26         14         33         13          0          1          0          1          0          0          0          1          0          1          1  
     6.26         12         24          6          1          0          1          0          0          1          0          0          0          1          1  
     6.26         12         20          2          0          0          1          1          0          0          0          1          0          1          1  
     6.26          9         26         11          1          0          1          0          0          1          0          0          0          1          0  
     6.26         13         25          6          1          0          1          0          0          1          0          0          0          1          1  
     6.26         16         58         36          0          1          0          1          0          0          0          1          0          1          1  
      6.3         13         24          5          0          0          1          0          0          0          1          0          0          0          1  
     6.32         12         38         20          0          0          1          1          1          0          1          0          0          1          1  
     6.37         12         43         25          1          0          1          0          0          0          0          0          1          1          0  
     6.37         12         50         32          0          1          0          1          1          0          0          1          0          1          1  
     6.42         14         26          6          1          0          1          1          0          0          1          0          0          1          1  
     6.43         13         45         26          1          0          1          0          1          0          0          0          1          1          1  
     6.45         12         28         10          1          0          1          1          0          0          0          1          0          1          0  
     6.45         16         29          7          1          0          1          1          0          1          0          0          0          1          1  
     6.45          9         30         15          0          0          1          0          0          0          0          1          0          1          1  
     6.45         12         22          4          0          0          1          0          0          0          0          0          1          1          0  
     6.48         12         19          1          0          0          1          0          0          0          0          0          1          1          1  
     6.54         13         27          8          0          0          1          1          0          0          0          0          1          1          1  
     6.63         16         53         31          0          0          1          1          0          0          1          0          0          1          1  
     6.63         13         25          6          0          1          0          0          0          0          0          1          0          1          1  
     6.63         12         45         27          0          0          1          1          0          0          0          1          0          1          1  
     6.63         12         36         18          0          1          0          0          1          0          0          1          0          1          1  
     6.63          8         44         30          0          0          1          0          0          0          0          1          0          1          0  
     6.63         12         40         22          0          0          1          0          0          0          1          0          0          1          1  
     6.63         12         52         34          1          0          1          1          0          0          0          1          0          1          1  
     6.63         14         41         21          1          0          1          1          0          0          0          0          1          1          1  
     6.63         13         27          8          0          0          1          0          0          0          0          0          1          1          0  
     6.67         12         64         46          0          0          1          1          0          0          0          0          1          1          0  
     6.68         13         34         15          1          0          1          0          0          0          0          0          1          0          1  
      6.7         12         22          4          0          0          1          0          0          0          0          1          0          1          1  
      6.7         14         28          8          1          0          1          1          0          0          0          1          0          1          1  
      6.7         13         18          1          0          0          1          0          0          0          0          0          1          1          1  
     6.71         12         49         31          0          0          1          1          0          0          0          1          0          1          1  
     6.72         11         51         34          0          1          0          1          0          0          0          1          0          1          1  
     6.72         12         33         15          0          0          1          1          0          0          0          0          1          1          1  
     6.72         11         29         12          0          0          1          1          0          0          0          1          0          1          0  
     6.73         12         64         46          0          0          1          1          0          0          1          0          0          0          1  
     6.79         13         55         36          0          0          1          1          0          0          0          0          1          1          1  
      6.8         12         39         21          1          0          1          1          0          0          0          1          0          1          1  
     6.81         12         38         20          0          0          1          1          0          0          0          1          0          1          1  
     6.83         12         25          7          1          0          1          0          0          0          0          1          0          1          1  
     6.87         13         55         36          1          0          1          1          0          0          0          1          0          1          0  
     6.88         12         25          7          0          0          1          1          0          0          1          0          0          1          0  
     6.89         12         37         19          0          1          0          0          0          0          0          1          0          1          1  
     6.89         12         22          4          0          0          1          0          1          1          0          0          0          1          1  
     6.91         12         43         25          1          0          1          0          0          0          1          0          0          1          1  
     6.91         13         32         13          1          1          0          0          1          1          0          0          0          1          1  
     6.99         12         32         14          0          0          1          1          0          0          0          1          0          1          0  
        7         12         60         42          0          0          1          1          0          0          0          1          0          1          1  
        7         12         22          4          1          0          1          0          0          0          0          0          1          1          1  
     7.02         14         41         21          1          0          1          1          0          0          0          0          1          1          0  
     7.06         14         35         15          1          0          1          1          0          0          0          1          0          0          1  
     7.07         16         53         31          1          0          1          1          0          0          0          1          0          1          0  
     7.07         16         23          1          0          0          1          0          0          1          0          0          0          1          1  
     7.07         13         21          2          1          0          1          0          0          0          0          1          0          0          1  
     7.07         12         58         40          1          0          1          0          0          1          0          0          0          1          1  
     7.07         13         39         20          0          0          1          1          0          0          1          0          0          1          1  
     7.07         13         48         29          1          1          0          1          0          0          0          1          0          1          1  
     7.07         18         44         20          1          0          1          1          1          0          0          0          1          1          1  
     7.07         13         44         25          0          0          1          1          0          0          1          0          0          1          1  
     7.07         13         59         40          0          0          1          1          0          0          0          0          1          1          1  
     7.11          8         50         36          0          0          1          1          0          0          0          1          0          1          0  
     7.11         16         45         23          0          0          1          1          1          0          0          1          0          1          1  
     7.15         13         29         10          1          0          1          1          0          0          0          0          1          1          1  
     7.15         12         47         29          1          1          0          0          0          1          0          0          0          1          1  
     7.16         13         42         23          1          0          1          0          0          0          0          0          1          1          1  
     7.17         12         53         35          1          0          1          1          0          1          0          0          0          1          1  
     7.18         12         39         21          1          0          1          1          0          1          0          0          0          1          1  
     7.21         12         32         14          0          0          1          1          0          0          0          1          0          1          1  
     7.24         12         30         12          0          0          1          1          0          0          1          0          0          1          0  
     7.26         12         46         28          1          0          1          0          1          0          1          0          0          1          1  
     7.26         12         21          3          0          0          1          0          0          0          0          0          1          1          1  
     7.27         16         25          3          1          0          1          0          1          1          0          0          0          1          1  
     7.28         10         39         23          1          0          1          1          1          0          0          0          1          1          0  
     7.29         12         21          3          0          0          1          0          0          0          0          0          1          0          1  
     7.32         12         29         11          1          0          1          1          0          0          0          1          0          0          1  
     7.33         13         25          6          0          0          1          1          0          0          0          1          0          1          1  
     7.37         12         44         26          1          0          1          1          0          0          1          0          0          1          1  
     7.37         12         37         19          1          0          1          0          0          1          0          0          0          1          1  
     7.37         12         54         36          0          0          1          1          0          0          1          0          0          1          0  
     7.37         16         40         18          1          0          1          0          0          0          1          0          0          1          1  
     7.37         14         31         11          0          0          1          1          0          0          0          0          1          1          1  
     7.37         12         42         24          1          0          1          1          0          0          0          0          1          1          1  
     7.37         12         42         24          1          0          1          0          0          0          0          1          0          1          1  
     7.37         12         50         32          0          0          1          1          1          0          1          0          0          1          1  
     7.37          9         28         13          0          0          1          1          0          0          0          1          0          1          1  
     7.37         12         63         45          0          0          1          1          0          0          0          0          1          1          1  
     7.37         12         22          4          1          0          1          0          0          1          0          0          0          1          1  
     7.37         16         27          5          1          1          0          1          0          0          1          0          0          1          1  
     7.37         12         21          3          0          0          1          0          0          0          1          0          0          1          1  
     7.37         12         57         39          1          0          1          1          0          0          1          0          0          0          1  
     7.37         16         33         11          1          1          0          1          0          0          0          1          0          1          0  
     7.37         12         43         25          1          0          1          0          0          1          0          0          0          1          1  
     7.37         16         23          1          1          0          1          0          0          0          0          1          0          1          1  
     7.37         12         30         12          0          0          1          0          0          0          1          0          0          1          1  
     7.37         12         33         15          1          0          1          1          0          0          0          1          0          1          1  
