        8         17      54.38      723.8      129.7  
        8         18      71.78      864.1      145.5  
        8         19      90.08     1193.5      174.8  
        8         20       68.6     1188.9      213.5  
        9          1      26.63      290.6        162  
        9          2      23.39      291.1        174  
        9          3      30.65        335        183  
        9          4      20.89        246        198  
        9          5      28.78      356.2        208  
        9          6      26.93      289.8        223  
        9          7      32.08      268.2        234  
        9          8      32.21      213.3        248  
        9          9      35.69      348.2        274  
        9         10      62.47      374.2        282  
        9         11      52.32      387.2        316  
        9         12      56.95      347.4        302  
        9         13      54.32      291.9        333  
        9         14      40.53      297.2        359  
        9         15      32.54      276.9        370  
        9         16      43.48      274.6        376  
        9         17      56.49      339.9        391  
        9         18      65.98      474.8        414  
        9         19      66.11        496        443  
        9         20      49.34      474.5        468  
       10          1       2.54      70.91        4.5  
       10          2          2      87.94       4.71  
       10          3       2.19       82.2       4.57  
       10          4       1.99      58.72       4.56  
       10          5       2.03      80.54       4.38  
       10          6       1.81      86.47       4.21  
       10          7       2.14      77.68       4.12  
       10          8       1.86      62.16       3.83  
       10          9        .93      62.24       3.58  
       10         10       1.18      61.82       3.41  
       10         11       1.36      65.85       3.31  
       10         12       2.24      69.54       3.23  
       10         13       3.81      64.97        3.9  
       10         14       5.66         68       5.38  
       10         15       4.21      71.24       7.39  
       10         16       3.42      69.05       8.74  
       10         17       4.67      83.04       9.07  
       10         18          6      74.42       9.93  
       10         19       6.53      63.51      11.68  
       10         20       5.12      58.12      14.33  
